abilities,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,health points,japanese_name,name,percentage_male,pokedex_number,special attack,special defense,speed,type1,type2,weight_kg,generation,is_legendary,image
"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,Cavalry Pokémon,105,1000000,1,70,Chevargoシュバルゴ,escavalier,50,589,60,105,20,bug,steel,33,Generation 5,0,./assets/images/escavalier.png
"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,Mushroom Pokémon,45,1000000,0.2,69,Tamagetakeタマゲタケ,foongus,50,590,55,55,15,grass,poison,1,Generation 5,0,./assets/images/foongus.png
"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,Morobareruモロバレル,amoonguss,50,591,85,80,30,grass,poison,10.5,Generation 5,0,./assets/images/amoonguss.png
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,Floating Pokémon,50,1000000,1.2,55,Pururillプルリル,frillish,50,592,65,85,40,water,ghost,33,Generation 5,0,./assets/images/frillish.png
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,Burungelブルンゲル,jellicent,50,593,85,105,60,water,ghost,135,Generation 5,0,./assets/images/jellicent.png
"['Healer', 'Hydration', 'Regenerator']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,470,75,Caring Pokémon,80,800000,1.2,165,Mamanbouママンボウ,alomomola,50,594,40,45,65,water,no secondary type,31.6,Generation 5,0,./assets/images/alomomola.png
"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,50,Bachuruバチュル,joltik,50,595,57,50,65,bug,electric,0.6,Generation 5,0,./assets/images/joltik.png
"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,EleSpider Pokémon,60,1000000,0.8,70,Dentulaデンチュラ,galvantula,50,596,97,60,108,bug,electric,14.3,Generation 5,0,./assets/images/galvantula.png
['Iron Barbs'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,0.6,44,Tesseedテッシード,ferroseed,50,597,24,86,10,grass,steel,18.8,Generation 5,0,./assets/images/ferroseed.png
"['Iron Barbs', 'Anticipation']",1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,1,74,Nutreyナットレイ,ferrothorn,50,598,54,116,20,grass,steel,110,Generation 5,0,./assets/images/ferrothorn.png
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,300,130,Gear Pokémon,70,1059860,0.3,40,Giaruギアル,klink,,599,45,60,30,steel,no secondary type,21,Generation 5,0,./assets/images/klink.png
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,Gear Pokémon,95,1059860,0.6,60,Gigiaruギギアル,klang,,600,70,85,50,steel,no secondary type,51,Generation 5,0,./assets/images/klang.png
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,Gear Pokémon,115,1059860,0.6,60,Gigigiaruギギギアル,klinklang,,601,70,85,90,steel,no secondary type,81,Generation 5,0,./assets/images/klinklang.png
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,275,190,EleFish Pokémon,40,1250000,0.2,35,Shibishirasuシビシラス,tynamo,50,602,45,40,60,electric,no secondary type,0.3,Generation 5,0,./assets/images/tynamo.png
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,EleFish Pokémon,70,1250000,1.2,65,Shibibeelシビビール,eelektrik,50,603,75,70,40,electric,no secondary type,22,Generation 5,0,./assets/images/eelektrik.png
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,EleFish Pokémon,80,1250000,2.1,85,Shibirudonシビルドン,eelektross,50,604,105,80,50,electric,no secondary type,80.5,Generation 5,0,./assets/images/eelektross.png
"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,Cerebral Pokémon,55,1000000,0.5,55,Ligrayリグレー,elgyem,50,605,85,55,30,psychic,no secondary type,9,Generation 5,0,./assets/images/elgyem.png
"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,485,90,Cerebral Pokémon,75,1000000,1,75,Ohbemオーベム,beheeyem,50,606,125,95,40,psychic,no secondary type,34.5,Generation 5,0,./assets/images/beheeyem.png
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,Candle Pokémon,55,1059860,0.3,50,Hitomoshiヒトモシ,litwick,50,607,65,55,20,ghost,fire,3.1,Generation 5,0,./assets/images/litwick.png
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,Lamplerランプラー,lampent,50,608,95,60,55,ghost,fire,13,Generation 5,0,./assets/images/lampent.png
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,520,45,Luring Pokémon,90,1059860,1,60,Chandelaシャンデラ,chandelure,50,609,145,90,80,ghost,fire,34.3,Generation 5,0,./assets/images/chandelure.png
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,Kibagoキバゴ,axew,50,610,30,40,57,dragon,no secondary type,18,Generation 5,0,./assets/images/axew.png
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1,66,Onondoオノンド,fraxure,50,611,40,50,67,dragon,no secondary type,36,Generation 5,0,./assets/images/fraxure.png
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,Ononokusオノノクス,haxorus,50,612,60,70,97,dragon,no secondary type,105.5,Generation 5,0,./assets/images/haxorus.png
"['Snow Cloak', 'Slush Rush', 'Rattled']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,Kumasyunクマシュン,cubchoo,50,613,60,40,40,ice,no secondary type,8.5,Generation 5,0,./assets/images/cubchoo.png
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,Tunbearツンベアー,beartic,50,614,70,80,50,ice,no secondary type,260,Generation 5,0,./assets/images/beartic.png
['Levitate'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,cryogonal,,615,95,135,105,ice,no secondary type,148,Generation 5,0,./assets/images/cryogonal.png
"['Hydration', 'Shell Armor', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,Chobomakiチョボマキ,shelmet,50,616,40,65,25,bug,no secondary type,7.7,Generation 5,0,./assets/images/shelmet.png
"['Hydration', 'Sticky Hold', 'Unburden']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,accelgor,50,617,100,60,145,bug,no secondary type,25.3,Generation 5,0,./assets/images/accelgor.png
"['Static', 'Limber', 'Sand Veil']",1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,stunfisk,50,618,81,99,32,ground,electric,11,Generation 5,0,./assets/images/stunfisk.png
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,Kojofuコジョフー,mienfoo,50,619,55,50,65,fighting,no secondary type,20,Generation 5,0,./assets/images/mienfoo.png
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,mienshao,50,620,95,60,105,fighting,no secondary type,35.5,Generation 5,0,./assets/images/mienshao.png
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,Crimganクリムガン,druddigon,50,621,60,90,48,dragon,no secondary type,139,Generation 5,0,./assets/images/druddigon.png
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,Automaton Pokémon,50,1000000,1,59,Gobitゴビット,golett,,622,35,50,35,ground,ghost,92,Generation 5,0,./assets/images/golett.png
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,golurk,,623,55,80,55,ground,ghost,330,Generation 5,0,./assets/images/golurk.png
"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,pawniard,50,624,40,40,60,dark,steel,10.2,Generation 5,0,./assets/images/pawniard.png
"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,bisharp,50,625,60,70,70,dark,steel,70,Generation 5,0,./assets/images/bisharp.png
"['Reckless', 'Sap Sipper', 'Soundproof']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,bouffalant,50,626,40,95,55,normal,no secondary type,94.6,Generation 5,0,./assets/images/bouffalant.png
"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,Washibonワシボン,rufflet,100,627,37,50,60,normal,flying,10.5,Generation 5,0,./assets/images/rufflet.png
"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,braviary,100,628,57,75,80,normal,flying,41,Generation 5,0,./assets/images/braviary.png
"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,Valchaiバルチャイ,vullaby,0,629,45,65,60,dark,flying,9,Generation 5,0,./assets/images/vullaby.png
"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,mandibuzz,0,630,55,95,80,dark,flying,39.5,Generation 5,0,./assets/images/mandibuzz.png
"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,heatmor,50,631,105,66,65,fire,no secondary type,58,Generation 5,0,./assets/images/heatmor.png
"['Swarm', 'Hustle', 'Truant']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,durant,50,632,48,48,109,bug,steel,33,Generation 5,0,./assets/images/durant.png
['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,Monozuモノズ,deino,50,633,45,50,38,dark,dragon,17.3,Generation 5,0,./assets/images/deino.png
['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,Diheadジヘッド,zweilous,50,634,65,70,58,dark,dragon,50,Generation 5,0,./assets/images/zweilous.png
['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,hydreigon,50,635,125,90,98,dark,dragon,160,Generation 5,0,./assets/images/hydreigon.png
"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,Merlarvaメラルバ,larvesta,50,636,50,55,60,bug,fire,28.8,Generation 5,0,./assets/images/larvesta.png
"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,Ulgamothウルガモス,volcarona,50,637,135,105,100,bug,fire,46,Generation 5,0,./assets/images/volcarona.png
['Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,Cobalonコバルオン,cobalion,,638,90,72,108,steel,fighting,250,Generation 5,1,./assets/images/cobalion.png
['Justified'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,Terrakionテラキオン,terrakion,,639,72,90,108,rock,fighting,260,Generation 5,1,./assets/images/terrakion.png
['Justified'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,2,91,Virizionビリジオン,virizion,,640,90,129,108,grass,fighting,200,Generation 5,1,./assets/images/virizion.png
['Turboblaze'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,Reshiramレシラム,reshiram,,643,150,120,90,dragon,fire,330,Generation 5,1,./assets/images/reshiram.png
['Teravolt'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,Zekromゼクロム,zekrom,,644,120,100,90,dragon,electric,345,Generation 5,1,./assets/images/zekrom.png
"['Pressure', 'Teravolt', 'Turboblaze']",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3,125,Kyuremキュレム,kyurem,,646,170,100,95,dragon,ice,325,Generation 5,1,./assets/images/kyurem.png
['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,Genesectゲノセクト,genesect,,649,120,95,99,bug,steel,82.5,Generation 5,1,./assets/images/genesect.png
"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,Harimaronハリマロン,chespin,88.1,650,48,45,38,grass,no secondary type,9,Generation 6,0,./assets/images/chespin.png
"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,Hariborgハリボーグ,quilladin,88.1,651,56,58,57,grass,no secondary type,29,Generation 6,0,./assets/images/quilladin.png
"['Overgrow', 'Bulletproof']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,Brigarronブリガロン,chesnaught,88.1,652,74,75,64,grass,fighting,90,Generation 6,0,./assets/images/chesnaught.png
"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,Fokkoフォッコ,fennekin,88.1,653,62,60,60,fire,no secondary type,9.4,Generation 6,0,./assets/images/fennekin.png
"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,409,45,Fox Pokémon,58,1059860,1,59,Tairenarテールナー,braixen,88.1,654,90,70,73,fire,no secondary type,14.5,Generation 6,0,./assets/images/braixen.png
"['Blaze', 'Magician']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,Mahoxyマフォクシー,delphox,88.1,655,114,100,104,fire,psychic,39,Generation 6,0,./assets/images/delphox.png
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,Keromatsuケロマツ,froakie,88.1,656,62,44,71,water,no secondary type,7,Generation 6,0,./assets/images/froakie.png
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,Gekogashiraゲコガシラ,frogadier,88.1,657,83,56,97,water,no secondary type,10.9,Generation 6,0,./assets/images/frogadier.png
"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,Gekkougaゲッコウガ,greninja,88.1,658,153,71,132,water,dark,40,Generation 6,0,./assets/images/greninja.png
"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,Horubeeホルビー,bunnelby,50,659,32,36,57,normal,no secondary type,5,Generation 6,0,./assets/images/bunnelby.png
"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,423,127,Digging Pokémon,77,1000000,1,85,Horudoホルード,diggersby,50,660,50,77,78,normal,ground,42.4,Generation 6,0,./assets/images/diggersby.png
"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,Yayakomaヤヤコマ,fletchling,50,661,40,38,62,normal,flying,1.7,Generation 6,0,./assets/images/fletchling.png
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,Hinoyakomaヒノヤコマ,fletchinder,50,662,56,52,84,fire,flying,16,Generation 6,0,./assets/images/fletchinder.png
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,Fiarrowファイアロー,talonflame,50,663,74,69,126,fire,flying,24.5,Generation 6,0,./assets/images/talonflame.png
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,Kofukimushiコフキムシ,scatterbug,50,664,27,25,35,bug,no secondary type,2.5,Generation 6,0,./assets/images/scatterbug.png
"['Shed Skin', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,Kofuuraiコフーライ,spewpa,50,665,27,30,29,bug,no secondary type,8.4,Generation 6,0,./assets/images/spewpa.png
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,Viviyonビビヨン,vivillon,50,666,90,50,89,bug,flying,17,Generation 6,0,./assets/images/vivillon.png
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,Shishikoシシコ,litleo,11.2,667,73,54,72,fire,normal,13.5,Generation 6,0,./assets/images/litleo.png
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,Kaenjishiカエンジシ,pyroar,11.2,668,109,66,106,fire,normal,81.5,Generation 6,0,./assets/images/pyroar.png
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,Fairy Pokémon,67,1000000,0.2,74,Floetteフラエッテ,floette,0,670,125,128,92,fairy,no secondary type,0.9,Generation 6,0,./assets/images/floette.png
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,Florgesフラージェス,florges,0,671,112,154,75,fairy,no secondary type,10,Generation 6,0,./assets/images/florges.png
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,Meecleメェークル,skiddo,50,672,62,57,52,grass,no secondary type,31,Generation 6,0,./assets/images/skiddo.png
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,Gogoatゴーゴート,gogoat,50,673,97,81,68,grass,no secondary type,91,Generation 6,0,./assets/images/gogoat.png
"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,Yanchamヤンチャム,pancham,50,674,46,48,43,fighting,no secondary type,8,Generation 6,0,./assets/images/pancham.png
"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,Gorondaゴロンダ,pangoro,50,675,69,71,58,fighting,dark,136,Generation 6,0,./assets/images/pangoro.png
['Fur Coat'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,Trimmienトリミアン,furfrou,50,676,65,90,102,normal,no secondary type,28,Generation 6,0,./assets/images/furfrou.png
"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,Nyasperニャスパー,espurr,50,677,63,60,68,psychic,no secondary type,3.5,Generation 6,0,./assets/images/espurr.png
['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,Hitotsukiヒトツキ,honedge,50,679,35,37,28,steel,ghost,2,Generation 6,0,./assets/images/honedge.png
['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,Nidangillニダンギル,doublade,50,680,45,49,35,steel,ghost,4.5,Generation 6,0,./assets/images/doublade.png
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,Shushupuシュシュプ,spritzee,50,682,63,65,23,fairy,no secondary type,0.5,Generation 6,0,./assets/images/spritzee.png
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,Frefuwanフレフワン,aromatisse,50,683,99,89,29,fairy,no secondary type,15.5,Generation 6,0,./assets/images/aromatisse.png
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,Peroppafuペロッパフ,swirlix,50,684,59,57,49,fairy,no secondary type,3.5,Generation 6,0,./assets/images/swirlix.png
